Date,Close
2021-01-04,10.837499618530273
2021-01-05,10.842499732971191
2021-01-06,10.678750038146973
2021-01-07,10.744999885559082
2021-01-08,10.756250381469727
2021-01-09,10.756250381469727
2021-01-10,10.756250381469727
2021-01-11,11.313750267028809
2021-01-12,11.217499732971191
2021-01-13,11.137499809265137
2021-01-14,11.008749961853027
2021-01-15,10.77750015258789
2021-01-16,10.77750015258789
2021-01-17,10.77750015258789
2021-01-18,10.699999809265137
2021-01-19,10.59375
2021-01-20,10.977499961853027
2021-01-21,11.213749885559082
2021-01-22,11.207500457763672
2021-01-23,11.207500457763672
2021-01-24,11.207500457763672
2021-01-25,11.114999771118164
2021-01-26,11.162500381469727
2021-01-27,10.731249809265137
2021-01-28,10.836250305175781
2021-01-29,10.75374984741211
2021-01-30,10.75374984741211
2021-01-31,10.75374984741211
2021-02-01,10.77750015258789
2021-02-02,11.061249732971191
2021-02-03,11.261249542236328
2021-02-04,11.265000343322754
2021-02-05,11.302499771118164
2021-02-06,11.302499771118164
2021-02-07,11.302499771118164
2021-02-08,11.675000190734863
2021-02-09,11.87125015258789
2021-02-10,12.050000190734863
2021-02-11,12.555000305175781
2021-02-12,12.577500343322754
2021-02-13,12.577500343322754
2021-02-14,12.577500343322754
2021-02-15,12.454999923706055
2021-02-16,12.524999618530273
2021-02-17,12.313750267028809
2021-02-18,12.180000305175781
2021-02-19,12.482500076293945
2021-02-20,12.482500076293945
2021-02-21,12.482500076293945
2021-02-22,12.173749923706055
2021-02-23,11.49625015258789
2021-02-24,11.601249694824219
2021-02-25,11.297499656677246
2021-02-26,11.354999542236328
2021-02-27,11.354999542236328
2021-02-28,11.354999542236328
2021-03-01,11.401249885559082
2021-03-02,11.289999961853027
2021-03-03,10.84375
2021-03-04,10.512499809265137
2021-03-05,9.912500381469727
2021-03-06,9.912500381469727
2021-03-07,9.912500381469727
2021-03-08,10.204999923706055
2021-03-09,10.428750038146973
2021-03-10,10.662500381469727
2021-03-11,10.838749885559082
2021-03-12,10.647500038146973
2021-03-13,10.647500038146973
2021-03-14,10.647500038146973
2021-03-15,10.912500381469727
2021-03-16,11.193750381469727
2021-03-17,11.011249542236328
2021-03-18,10.97249984741211
2021-03-19,10.798749923706055
2021-03-20,10.798749923706055
