ticker
UI
HSIC
QRVO
FIVE
WTRG
AEG
USFD
CFLT
DOCU
NLY
AFG
ARMK
EMN
SCI
HAS
UNM
ALLE
EQH
WMS
DAR
HOOD
PEN
PARA
PFGC
AAL
MORN
WWE
COTY
BWA
CUBE
FFIV
SNX
EDU
RNR
CHDN
RGA
DBX
BRKR
PAC
MKTX
CLH
RGEN
SEDG
ONON
CASY
DVA
PCOR
UHS
LAMR
BSAC
JNPR
WSM
PNW
ETSY
AGCO
JAZZ
KNSL
COLD
VIPS
GGB
NVT
KNX
ESLT
HII
BLD
BJ
ROIV
GRFS
STVN
KEP
NYCB
NRG
MTN
TOL
PATH
CAR
TTEK
ATR
FBIN
LAD
LEA
ASR
WSC
KBR
SBS
TPG
MNDY
WRK
SSL
SEIC
CGNX
GLOB
CTLT
RHI
ITT
WEX
EGP
ALV
XPO
DLB
WCC
BBWI
FRT
XRAY
MEDP
FTI
NATI
NOV
AR
PSNY
SWAV
SOFI
CW
TX
ALLY
JLL
SKM
ORI
LBTYK
MAT
IEP
EWBC
JEF
ICL
WWD
CHE
MIDD
MTZ
PR
W
THC
RRC
CIVI
PSO
TPR
OHI
SKX
VOYA
GNTX
BERY
CLF
TPX
TREX
CAE
RL
DCI
CACI
ARW
AIZ
STN
WHR
VFC
TIMB
CVNA
OLN
GXO
AU
RGLD
MTDR
ALGM
WBS
EDR
NCLH
PRI
CNM
GNRC
MNSO
AGL
NNN
FUTU
YMM
SWN
OLED
GTLS
SITE
HLI
MSA
HESM
EXEL
ACHC
MUR
NTNX
TXRH
NYT
CHX
EHC
LNW
GTLB
NE
CSAN
MUSA
OGE
RCM
FHN
FR
IVZ
INGR
AN
CIB
X
LSTR
GPK
SF
BWXT
G
CYBR
KRTX
CCCS
SPSC
GWRE
NTRA
BYD
SSD
CIG
ELF
CHRD
APPF
STAG
FSV
COKE
LFUS
FIX
AMKR
OSK
APG
RETA
BRX
RBC
CMC
GLBE
CACC
FCN
EXP
STWD
HR
BLCO
MKSI
TNET
CHH
WF
SAIC
OPCH
INSP
PII
DSGX
UFPI
IGT
RH
BZ
FRSH
CIEN
KT
WH
FAF
RIG
CBSH
MHK
WFG
WTS
WFRD
AXTA
CFR
WOLF
CMA
CPRI
SIGI
PBF
HXL
DOOO
BILI
ADC
IRDM
NEWR
AIT
AGNC
NFE
PPC
KGC
PSN
CROX
RLI
MASI
HRB
ESTC
ELAN
HQY
GBTG
RMBS
ADT
IONS
REYN
NXT
DV
AM
ALK
FRHC
PAAS
BC
GME
DDS
MTSI
ENLC
INFA
FN
ST
MSM
COHR
HCP
DLO
HALO
TXG
ATI
DUOL
FSK
OGN
ONTO
LEVI
ASND
NOVT
GMED
SON
POST
QLYS
VAL
ENSG
ACLS
BFAM
NXST
SIM
LU
SRC
ESNT
THO
ATKR
WAL
NSIT
WK
ABCM
BOKF
SMAR
BRBR
NVST
SSB
TKR
OBDC
PAM
PLNT
ITCI
PB
AFRM
HTZ
ALSN
WIX
BMBL
FIVN
ALTR
VMI
BEPC
QDEL
EVR
SNDR
LANC
CWAN
SEE
TENB
GIL
AQN
CIGI
PRGO
ZION
AA
FLO
FLS
PNFP
TRNO
DTM
AIRC
ZWS
MTG
SLGN
CR
AAON
SN
BROS
AYI
RHP
NEOG
HUN
MMS
HLNE
PVH
PLUG
MTH
ESI
SBSW
KEX
WING
NFG
CC
TMHC
IDA
S
FLR
OMAB
IPGP
CLVT
BBIO
SM
FIZZ
OMF
APLS
MLCO
JOBY
AGI
BECN
AZEK
RITM
KRG
HGV
BMI
VNT
GGAL
UGI
HOG
NSA
CAVA
PCVX
TKC
MGY
IQ
DNB
ASAN
EXLS
DOCS
WTFC
IAC
ACAD
POWI
VVV
AXS
ACT
AMG
BPOP
EXPO
BMA
TRTN
MSTR
FOUR
CWST
VNO
SWX
AUR
SHC
ENIC
LNTH
ALKS
ORA
AVT
NEP
GH
PHI
ABG
DEN
HAE
FOXF
WU
ONB
RYN
PECO
VLY
FELE
OZK
AL
BCPC
POR
RELY
TDC
HOMB
BOX
SNV
JHG
R
SYNH
VNOM
OLLI
LPX
NEU
COLM
SAM
FLNC
MPW
ASH
MLI
LNC
DXC
BIPC
IPAR
SGRY
DRS
NTCO
SUM
ALIT
TAL
CRUS
RDN
SEB
NWL
AEIS
WEN
CPG
GATX
EEFT
AEL
MSGS
ENS
ETRN
ATS
NCR
SLAB
BCC
ESAB
OGS
NJR
FNB
MDU
UGP
KRC
FFIN
FRO
SVV
COLB
CADE
PYCR
YETI
FCFS
BRZE
SFM
ESGR
IMGN
HP
MMYT
EVO
PEGA
VAC
WTM
SRCL
CNXC
ASGN
SQSP
CRSP
BTG
UBSI
CXM
CRC
BLKB
IBP
CPA
CBT
MMSI
SDRL
VC
PCH
FYBR
MAN
KBH
LYFT
NSP
LTHM
M
PAGP
GOLF
STNE
TEX
MANU
FUL
AAP
ASO
STR
HHH
PNM
NOG
THG
BDC
TFSL
NARI
SUN
GPS
FLYW
CRVL
VSH
ACA
INST
COOP
ZGN
BKH
IRT
FOLD
ATHM
LEG
EPRT
DIOD
WOR
MOG.A
BXMT
EURN
TDOC
KD
GPI
ADNT
GT
RVMD
AXSM
BAK
SKY
SEM
CERE
PLTK
TWNK
MOG.B
SPXC
PGNY
FSS
CABO
GKOS
BSM
PENN
FRPT
ERF
KRYS
DNA
FTAI
LPL
CNX
FG
SGML
OTTR
MP
PWSC
HWC
NVMI
HRI
NNI
BCO
JOE
JBT
FOCS
RUSHB
LOPE
RUSHA
AB
PFSI
AI
AVNT
GEF
ARRY
AMTD
GEF.B
ASAI
SMPL
LITE
APPN
SYNA
CUZ
SRAD
PTEN
VRNS
QS
CCOI
AGO
IART
NTLA
CRK
MDC
DOC
USM
VERX
CXT
CYTK
AMN
ICUI
CNMD
TGNA
MDGL
BTE
GBCI
CVI
APLE
EPR
AWI
WHD
YOU
MAIN
BRFS
STEP
BL
SHLS
BE
UNF
VRRM
HI
DISH
AZTA
SLM
KOS
CORT
NCNO
LTH
TDW
PDCO
EXTR
SID
GO
AWR
ALE
SANM
UCBI
SEAS
IRTC
NVCR
NOMD
VSAT
DNLI
TSEM
INMD
BANF
BHF
INSM
AEO
MATX
VIRT
LCII
GTES
BNL
SR
SIG
URBN
JJSF
INDV
ZD
NWE
FHI
CNS
UAA
UMBF
ITRI
BPMC
ENOV
VTMX
MODG
WNS
CD
AMED
MLTX
UA
BB
OI
HGTY
ABM
MQ
MC
LIVN
CVLT
RUN
BHC
BUR
PBH
PTCT
ARWR
VICR
WDFC
CWT
IONQ
EXPI
SFBS
KMPR
PJT
SHAK
KWR
SSRM
TNL
HAYW
WB
PAGS
PRVA
AIN
HELE
RPD
TCBI
SPB
YELP
CEQP
ABR
SMG
DY
ALRM
TPH
PRTA
ENV
CRS
KLIC
CWEN
EVH
LFST
AXNX
BTU
GMS
LAZ
CSWI
OFC
IMCR
LXP
KSS
IBOC
RKLB
KFY
CALX
ESMT
SBRA
JXN
FSLY
MEOH
ERJ
NPO
AMBA
CCU
HEP
DQ
WD
LAC
SITM
RNG
ITGR
PLXS
DAVA
LGIH
TFPM
ABCB
FROG
CBZ
KNF
IFS
ESTE
RARE
BOOT
ESE
LBRT
WERN
SITC
STNG
MGEE
CEIX
WIRE
AMR
AKRO
PK
HL
GHC
AY
PRGS
SLRN
GNW
DEI
FIBK
FTDR
SPT
DBRG
MORF
AVAL
IMVT
TIGO
MGPI
OMCL
CNO
MRVI
HUBG
AMPH
KTB
MRTX
BGC
PINC
CERT
IOSP
ARLP
NWTN
DOCN
ITCL
GLPG
CRI
APAM
QFIN
ASB
THS
EVTC
NXE
TAC
COUR
ROG
SXT
ATAT
ALVO
SHOO
SDGR
AVA
CBU
ACIW
RRR
DORM
ANF
MHO
CPE
UPST
JWN
ACVA
CATY
HMY
KAI
PZZA
ARCB
XPRO
MGRC
GBDC
BRC
CSTM
PACB
PIPR
VIST
HTGC
AVAV
TV
HCM
MAC
ENR
OR
ICFI
PSMT
CLS
AX
XRX
PSEC
XENE
NUVL
TIXT
AKO.B
FBP
FORM
STRL
CVBF
HIW
CHPT
NEX
REZI
DRVN
GDRX
IHS
PRMW
NABL
DEA
DFH
FHB
ZLAB
SKT
FL
ODD
MOD
NMIH
TEO
MYRG
FTRE
LSPD
ARCH
RNW
EBC
CRDO
WSFS
BLMN
INDB
LVWR
CAMT
XPEL
BATRK
CALM
MRCY
SOVO
CVCO
GLNG
TR
CCS
VET
VRTV
BBAR
SLG
GFF
VIAV
NVEI
INTA
CAAP
TCN
CEPU
GSHD
ESRT
DAN
CENT
RLX
OSIS
TRMD
FCPT
CENTA
IDCC
YY
CRGY
ENVX
PARR
OPEN
PPBI
PD
RXO
DNUT
AMRC
SFNC
LZ
LAUR
VCTR
ROCK
MTRN
DOOR
NHI
AUB
PRFT
ATRC
HASI
RDNT
KW
LAZR
SPR
INSW
GDS
OII
MCW
MWA
IIPR
PAYO
AKO.A
VRNT
IAS
GRBK
FULT
NUVA
NAVI
EVEX
AIR
SJW
ARCO
AESI
PAX
EQC
ESBA
PTON
JAMF
TALO
KMT
RAMP
GPOR
BVN
NS
AMBP
TRIP
GTX
BOH
SNEX
AVDX
AYX
ALG
NTCT
CRCT
CARG
AMK
STAA
USAC
TRN
WLY
HCC
FUN
EE
PROK
CNK
JBLU
CWK
AMC
NPWR
